,Date/Time,Lat,Lon,Base,Hour,KMEANS5_labels,DBSCAN_labels,AGGC_label,Day,KMEANS_label,DBSCAN_label
172505,2014-06-17 20:24:00,40.7659,-73.9828,1,20,7,0,2,1,4,0
54238,2014-06-03 22:55:00,40.7192,-73.9998,1,22,2,0,0,1,0,0
85316,2014-06-07 10:18:00,40.792,-73.9772,1,10,1,0,2,5,4,0
650664,2014-06-30 07:46:00,40.7921,-73.9773,3,7,1,0,2,0,4,0
595946,2014-06-21 00:35:00,40.7265,-74.01,3,0,2,0,0,5,0,0
92181,2014-06-08 01:29:00,40.7309,-74.001,1,1,2,0,0,6,0,0
508192,2014-06-08 07:47:00,40.8233,-73.9504,3,7,1,0,2,6,4,0
338612,2014-06-12 17:20:00,40.659,-73.9922,2,17,0,0,0,3,0,0
232952,2014-06-25 16:40:00,40.7784,-73.9781,1,16,1,0,2,2,4,0
183928,2014-06-19 07:34:00,40.6654,-73.9518,1,7,0,0,0,3,0,0
442505,2014-06-28 04:37:00,40.7202,-73.9576,2,4,0,0,0,5,0,0
162690,2014-06-16 15:30:00,40.7526,-73.9728,1,15,7,0,2,0,4,0
134392,2014-06-12 22:11:00,40.7314,-73.9969,1,22,2,0,0,3,0,0
589883,2014-06-20 07:29:00,40.6739,-73.9727,3,7,0,0,0,4,0,0
393949,2014-06-21 02:22:00,40.7301,-74.0005,2,2,2,0,0,5,0,0
497529,2014-06-06 16:50:00,40.7706,-73.8653,3,16,6,2,1,4,3,2
225745,2014-06-24 18:22:00,40.7362,-73.9921,1,18,2,0,2,1,0,0
24511,2014-06-22 16:48:00,40.7201,-74.0101,0,16,2,0,0,6,0,0
660994,2014-06-20 09:54:00,40.7399,-73.9846,4,9,7,0,2,4,4,0
331305,2014-06-11 16:46:00,40.72,-74.0051,2,16,2,0,0,2,0,0
567935,2014-06-17 06:43:00,40.7785,-73.9814,3,6,7,0,2,1,4,0
592677,2014-06-20 16:35:00,40.7592,-73.9746,3,16,7,0,2,4,4,0
470792,2014-06-03 05:47:00,40.7375,-73.98,3,5,7,0,0,1,0,0
326018,2014-06-10 18:45:00,40.716,-74.012,2,18,2,0,0,1,0,0
530271,2014-06-11 16:11:00,40.6806,-73.9534,3,16,0,0,0,2,0,0
196751,2014-06-20 15:06:00,40.7259,-74.0011,1,15,2,0,0,4,0,0
617509,2014-06-25 06:31:00,40.7021,-73.9828,3,6,0,0,0,2,0,0
28929,2014-06-26 23:04:00,40.7323,-73.9924,0,23,2,0,0,3,0,0
124091,2014-06-11 22:31:00,40.7263,-73.9917,1,22,2,0,0,2,0,0
526439,2014-06-11 05:45:00,40.7056,-73.739,3,5,3,-1,4,2,1,-1
651643,2014-06-30 11:52:00,40.7655,-73.9576,3,11,1,0,2,0,4,0
486807,2014-06-05 09:35:00,40.7223,-74.0112,3,9,2,0,0,3,0,0
607265,2014-06-23 08:10:00,40.6847,-73.9682,3,8,0,0,0,0,0,0
474348,2014-06-03 16:54:00,40.7332,-74.0029,3,16,2,0,0,1,0,0
482425,2014-06-04 18:43:00,40.764,-73.9759,3,18,7,0,2,2,4,0
143928,2014-06-13 18:56:00,40.7241,-73.9825,1,18,2,0,0,4,0,0
416375,2014-06-25 00:07:00,40.7445,-73.9968,2,0,2,0,0,2,4,0
375825,2014-06-18 19:03:00,40.7226,-73.9915,2,19,2,0,0,2,0,0
606553,2014-06-23 05:45:00,40.7927,-73.9649,3,5,1,0,2,0,4,0
464629,2014-06-01 22:03:00,40.646,-73.7768,3,22,3,1,4,6,1,1
125462,2014-06-12 07:07:00,40.7754,-73.9635,1,7,1,0,2,3,4,0
383111,2014-06-19 18:48:00,40.7638,-73.9565,2,18,1,0,2,3,4,0
262499,2014-06-28 22:51:00,40.7639,-73.976,1,22,7,0,2,5,4,0
550206,2014-06-13 19:07:00,40.7714,-73.9565,3,19,1,0,2,4,4,0
28487,2014-06-26 18:07:00,40.7303,-74.0046,0,18,2,0,0,3,0,0
84830,2014-06-07 07:57:00,40.6675,-73.7866,1,7,3,1,4,5,1,1
99812,2014-06-09 08:26:00,40.7499,-73.9914,1,8,7,0,2,0,4,0
393467,2014-06-21 00:13:00,40.6954,-73.9365,2,0,0,0,0,5,0,0
194757,2014-06-20 09:05:00,40.7651,-73.9787,1,9,7,0,2,4,4,0
606172,2014-06-23 00:23:00,40.6449,-73.7822,3,0,3,1,4,0,1,1
219663,2014-06-23 19:58:00,40.7314,-74.008,1,19,2,0,0,0,0,0
422989,2014-06-25 20:18:00,40.7654,-73.9642,2,20,7,0,2,2,4,0
481389,2014-06-04 16:51:00,40.7657,-73.9819,3,16,7,0,2,2,4,0
144743,2014-06-13 19:57:00,40.7595,-73.9721,1,19,7,0,2,4,4,0
639632,2014-06-28 01:24:00,40.7292,-73.9795,3,1,2,0,0,5,0,0
515530,2014-06-09 13:16:00,40.7555,-73.9754,3,13,7,0,2,0,4,0
225813,2014-06-24 18:30:00,40.7628,-73.9617,1,18,7,0,2,1,4,0
584692,2014-06-19 16:01:00,40.7218,-73.9945,3,16,2,0,0,3,0,0
6445,2014-06-06 15:57:00,40.737,-73.9939,0,15,2,0,2,4,0,0
518038,2014-06-09 19:42:00,40.7809,-73.9534,3,19,1,0,2,0,4,0
451570,2014-06-29 14:58:00,40.7537,-73.8277,2,14,6,-1,1,6,3,-1
179426,2014-06-18 17:26:00,40.7365,-73.9885,1,17,2,0,2,2,0,0
326216,2014-06-10 19:17:00,40.7194,-74.0103,2,19,2,0,0,1,0,0
73559,2014-06-05 22:25:00,40.735,-73.991,1,22,2,0,0,3,0,0
72098,2014-06-05 20:26:00,40.753,-73.9795,1,20,7,0,2,3,4,0
349986,2014-06-13 22:51:00,40.6813,-73.9785,2,22,0,0,0,4,0,0
269126,2014-06-30 00:02:00,40.6994,-73.9282,1,0,0,0,0,0,0,0
11813,2014-06-11 15:02:00,40.7729,-73.8858,0,15,6,2,1,2,3,2
216253,2014-06-23 09:56:00,40.7106,-74.0074,1,9,2,0,0,0,0,0
389564,2014-06-20 15:54:00,40.7546,-73.9768,2,15,7,0,2,4,4,0
253720,2014-06-27 19:55:00,40.7077,-74.0043,1,19,2,0,0,4,0,0
195260,2014-06-20 11:02:00,40.709,-74.009,1,11,2,0,0,4,0,0
229580,2014-06-25 08:31:00,40.7794,-73.9834,1,8,7,0,2,2,4,0
430496,2014-06-26 18:28:00,40.7581,-73.9845,2,18,7,0,2,3,4,0
545363,2014-06-13 09:45:00,40.736,-74.0051,3,9,2,0,0,4,0,0
518165,2014-06-09 20:01:00,40.7415,-74.0046,3,20,2,0,0,0,0,0
461190,2014-06-01 09:39:00,40.7675,-73.9846,3,9,7,0,2,6,4,0
626808,2014-06-26 11:54:00,40.754,-73.9862,3,11,7,0,2,3,4,0
75577,2014-06-06 07:45:00,40.7321,-73.9942,1,7,2,0,0,4,0,0
117500,2014-06-11 10:23:00,40.7564,-73.9819,1,10,7,0,2,2,4,0
209508,2014-06-22 02:27:00,40.6763,-73.9803,1,2,0,0,0,6,0,0
222200,2014-06-24 09:07:00,40.7824,-73.9805,1,9,1,0,2,1,4,0
603649,2014-06-22 14:15:00,40.7388,-73.9801,3,14,7,0,2,6,4,0
198316,2014-06-20 17:46:00,40.7733,-73.9806,1,17,7,0,2,4,4,0
609523,2014-06-23 17:20:00,40.7545,-73.9874,3,17,7,0,2,0,4,0
231513,2014-06-25 14:10:00,40.7261,-73.996,1,14,2,0,0,2,0,0
348601,2014-06-13 19:30:00,40.7643,-73.9735,2,19,7,0,2,4,4,0
515848,2014-06-09 14:27:00,40.7779,-73.9758,3,14,1,0,2,0,4,0
435459,2014-06-27 09:57:00,40.7562,-73.985,2,9,7,0,2,4,4,0
41980,2014-06-02 14:49:00,40.6415,-73.788,1,14,3,1,4,0,1,1
17029,2014-06-15 15:38:00,40.7636,-73.9993,0,15,7,0,2,6,4,0
177919,2014-06-18 15:21:00,40.7709,-73.8659,1,15,6,2,1,2,3,2
254604,2014-06-27 21:46:00,40.7218,-73.9901,1,21,2,0,0,4,0,0
39909,2014-06-02 07:44:00,40.7726,-73.9897,1,7,7,0,2,0,4,0
506160,2014-06-07 21:56:00,40.7721,-73.9827,3,21,7,0,2,5,4,0
155330,2014-06-15 09:47:00,40.7906,-73.9756,1,9,1,0,2,6,4,0
384757,2014-06-19 21:21:00,40.7612,-73.9756,2,21,7,0,2,3,4,0
139689,2014-06-13 13:25:00,40.7426,-74.0042,1,13,2,0,0,4,0,0
481780,2014-06-04 17:30:00,40.7207,-74.0008,3,17,2,0,0,2,0,0
438787,2014-06-27 18:04:00,40.7758,-73.9441,2,18,1,0,2,4,4,0
533103,2014-06-11 21:31:00,40.7396,-74.0025,3,21,2,0,0,2,0,0
468088,2014-06-02 16:08:00,40.7457,-73.9915,3,16,7,0,2,0,4,0
137627,2014-06-13 08:41:00,40.7643,-73.9585,1,8,1,0,2,4,4,0
125679,2014-06-12 07:28:00,40.7453,-73.9768,1,7,7,0,2,3,4,0
646995,2014-06-29 11:34:00,40.7209,-73.9879,3,11,2,0,0,6,0,0
48691,2014-06-03 14:04:00,40.7567,-73.9786,1,14,7,0,2,1,4,0
640227,2014-06-28 07:10:00,40.6686,-73.9781,3,7,0,0,0,5,0,0
21776,2014-06-19 20:23:00,40.7416,-73.9891,0,20,7,0,2,3,4,0
139606,2014-06-13 13:13:00,40.7453,-73.9911,1,13,7,0,2,4,4,0
398153,2014-06-21 21:21:00,40.6877,-73.9956,2,21,0,0,0,5,0,0
69218,2014-06-05 16:13:00,40.736,-73.9876,1,16,2,0,2,3,0,0
630398,2014-06-26 19:50:00,40.7581,-73.9923,3,19,7,0,2,3,4,0
69996,2014-06-05 17:15:00,40.7709,-73.9634,1,17,1,0,2,3,4,0
218964,2014-06-23 18:00:00,40.7578,-73.9762,1,18,7,0,2,0,4,0
533183,2014-06-11 21:41:00,40.7431,-74.0072,3,21,2,0,0,2,0,0
385713,2014-06-19 23:03:00,40.7322,-74.0002,2,23,2,0,0,3,0,0
259713,2014-06-28 16:37:00,40.7444,-73.9853,1,16,7,0,2,5,4,0
497232,2014-06-06 16:19:00,40.737,-73.9888,3,16,2,0,2,4,0,0
80892,2014-06-06 18:59:00,40.7455,-73.9887,1,18,7,0,2,4,4,0
168708,2014-06-17 13:42:00,40.7713,-73.9502,1,13,1,0,2,1,4,0
533503,2014-06-11 22:21:00,40.7288,-74.0053,3,22,2,0,0,2,0,0
99097,2014-06-09 07:20:00,40.7873,-73.9699,1,7,1,0,2,0,4,0
215827,2014-06-23 08:22:00,40.8855,-73.9138,1,8,1,-1,2,0,3,-1
385496,2014-06-19 22:30:00,40.7739,-73.8722,2,22,6,2,1,3,3,2
136145,2014-06-13 05:52:00,40.6628,-73.9436,1,5,0,0,0,4,0,0
39766,2014-06-02 07:24:00,40.7574,-73.9631,1,7,7,0,2,0,4,0
230633,2014-06-25 11:42:00,40.711,-74.0077,1,11,2,0,0,2,0,0
369060,2014-06-17 18:58:00,40.7637,-73.9797,2,18,7,0,2,1,4,0
279721,2014-06-02 06:54:00,40.689,-73.9526,2,6,0,0,0,0,0,0
520605,2014-06-10 08:48:00,40.7615,-73.9997,3,8,7,0,2,1,4,0
322091,2014-06-10 06:17:00,40.745,-73.9889,2,6,7,0,2,1,4,0
278793,2014-06-01 21:01:00,40.6645,-73.8192,2,21,3,-1,4,6,1,-1
334003,2014-06-11 23:01:00,40.7397,-74.0023,2,23,2,0,0,2,0,0
500938,2014-06-07 00:27:00,40.7116,-74.0105,3,0,2,0,0,5,0,0
447732,2014-06-28 22:24:00,40.7163,-74.0096,2,22,2,0,0,5,0,0
247995,2014-06-27 06:35:00,40.7643,-73.9793,1,6,7,0,2,4,4,0
407469,2014-06-23 16:07:00,40.6947,-74.1776,2,16,5,3,3,0,2,3
374299,2014-06-18 16:14:00,40.7489,-73.992,2,16,7,0,2,2,4,0
636049,2014-06-27 16:17:00,40.7535,-73.973,3,16,7,0,2,4,4,0
505719,2014-06-07 20:51:00,40.7172,-74.0017,3,20,2,0,0,5,0,0
219489,2014-06-23 19:26:00,40.7787,-73.9451,1,19,1,0,2,0,4,0
185100,2014-06-19 10:39:00,40.8933,-73.8999,1,10,1,-1,2,3,3,-1
209638,2014-06-22 03:17:00,40.7372,-73.9886,1,3,2,0,2,6,0,0
4523,2014-06-05 07:50:00,40.7926,-73.9675,0,7,1,0,2,3,4,0
453399,2014-06-29 20:39:00,40.7187,-74.0088,2,20,2,0,0,6,0,0
131245,2014-06-12 18:05:00,40.7501,-73.9769,1,18,7,0,2,3,4,0
385824,2014-06-19 23:25:00,40.7342,-74.003,2,23,2,0,0,3,0,0
267029,2014-06-29 16:57:00,40.7499,-73.9932,1,16,7,0,2,6,4,0
259901,2014-06-28 17:02:00,40.8144,-73.9068,1,17,1,-1,2,5,3,-1
561248,2014-06-15 18:19:00,40.7483,-73.9784,3,18,7,0,2,6,4,0
38302,2014-06-01 21:33:00,40.8079,-73.9455,1,21,1,0,2,6,4,0
241713,2014-06-26 15:35:00,40.7523,-73.9858,1,15,7,0,2,3,4,0
337351,2014-06-12 14:52:00,40.773,-73.9646,2,14,1,0,2,3,4,0
567092,2014-06-16 21:52:00,40.7592,-73.9767,3,21,7,0,2,0,4,0
184389,2014-06-19 08:33:00,40.7744,-73.8717,1,8,6,2,1,3,3,2
658863,2014-06-13 16:12:00,40.7433,-74.0032,4,16,2,0,0,4,0,0
631456,2014-06-26 21:44:00,40.7485,-73.9887,3,21,7,0,2,3,4,0
542819,2014-06-12 23:57:00,40.7408,-74.0076,3,23,2,0,0,3,0,0
242103,2014-06-26 16:09:00,40.7517,-73.9799,1,16,7,0,2,3,4,0
284171,2014-06-03 09:04:00,40.7284,-73.9928,2,9,2,0,0,1,0,0
65113,2014-06-05 08:00:00,40.6458,-73.7767,1,8,3,1,4,3,1,1
638344,2014-06-27 21:49:00,40.7428,-73.9909,3,21,7,0,2,4,4,0
192420,2014-06-19 22:24:00,40.7063,-74.0164,1,22,2,0,0,3,0,0
172721,2014-06-17 20:47:00,40.8314,-73.9263,1,20,1,0,2,1,3,0
633156,2014-06-27 07:03:00,40.7613,-73.9975,3,7,7,0,2,4,4,0
518684,2014-06-09 21:35:00,40.6443,-73.7821,3,21,3,1,4,0,1,1
659847,2014-06-17 07:55:00,40.7737,-73.962,4,7,1,0,2,1,4,0
617257,2014-06-25 04:59:00,40.7114,-74.0104,3,4,2,0,0,2,0,0
244138,2014-06-26 19:03:00,40.7469,-73.988,1,19,7,0,2,3,4,0
178544,2014-06-18 16:15:00,40.7606,-73.9911,1,16,7,0,2,2,4,0
485265,2014-06-05 06:45:00,40.7313,-73.9578,3,6,7,0,0,3,4,0
409503,2014-06-23 21:52:00,40.7039,-73.9633,2,21,0,0,0,0,0,0
661628,2014-06-22 18:47:00,40.6483,-73.7827,4,18,3,1,4,6,1,1
3933,2014-06-04 19:21:00,40.7613,-73.9679,0,19,7,0,2,2,4,0
53840,2014-06-03 21:46:00,40.709,-73.9246,1,21,0,0,0,1,0,0
410837,2014-06-24 08:09:00,40.722,-73.9449,2,8,0,0,0,1,0,0
234696,2014-06-25 18:54:00,40.7326,-73.9972,1,18,2,0,0,2,0,0
517210,2014-06-09 17:41:00,40.7537,-73.9806,3,17,7,0,2,0,4,0
150196,2014-06-14 16:06:00,40.7614,-73.9795,1,16,7,0,2,5,4,0
172840,2014-06-17 20:57:00,40.748,-73.9849,1,20,7,0,2,1,4,0
285414,2014-06-03 15:13:00,40.6671,-73.988,2,15,0,0,0,1,0,0
286184,2014-06-03 17:07:00,40.7225,-73.9981,2,17,2,0,0,1,0,0
459903,2014-06-30 23:35:00,40.6922,-73.9988,2,23,0,0,0,0,0,0
562416,2014-06-16 03:39:00,40.7288,-73.9994,3,3,2,0,0,0,0,0
112069,2014-06-10 17:46:00,40.7199,-74.0102,1,17,2,0,0,1,0,0
467615,2014-06-02 14:52:00,40.8256,-73.9437,3,14,1,0,2,0,4,0
253076,2014-06-27 18:34:00,40.7439,-73.9933,1,18,7,0,2,4,4,0
621339,2014-06-25 17:22:00,40.7492,-74.0038,3,17,2,0,0,2,4,0
505690,2014-06-07 20:46:00,40.7652,-73.9632,3,20,1,0,2,5,4,0
467784,2014-06-02 15:24:00,40.7809,-73.9545,3,15,1,0,2,0,4,0
91608,2014-06-07 23:55:00,40.7421,-74.004,1,23,2,0,0,5,0,0
66075,2014-06-05 09:26:00,40.7506,-73.9699,1,9,7,0,2,3,4,0
281865,2014-06-02 17:31:00,40.7571,-73.978,2,17,7,0,2,0,4,0
419937,2014-06-25 15:34:00,40.7551,-73.9752,2,15,7,0,2,2,4,0
622975,2014-06-25 20:26:00,40.6655,-73.9827,3,20,0,0,0,2,0,0
168968,2014-06-17 14:18:00,40.7547,-73.9797,1,14,7,0,2,1,4,0
553864,2014-06-14 10:55:00,40.7166,-73.9805,3,10,2,0,0,5,0,0
564616,2014-06-16 14:01:00,40.7213,-74.0014,3,14,2,0,0,0,0,0
277629,2014-06-01 16:01:00,40.716,-73.9973,2,16,2,0,0,6,0,0
216610,2014-06-23 11:29:00,40.7636,-73.9736,1,11,7,0,2,0,4,0
644703,2014-06-28 22:54:00,40.7395,-74.027,3,22,2,0,0,5,0,0
385470,2014-06-19 22:27:00,40.7275,-74.0013,2,22,2,0,0,3,0,0
254369,2014-06-27 21:20:00,40.7716,-73.9831,1,21,7,0,2,4,4,0
68941,2014-06-05 15:51:00,40.7535,-73.9812,1,15,7,0,2,3,4,0
89483,2014-06-07 20:14:00,40.6886,-73.968,1,20,0,0,0,5,0,0
502661,2014-06-07 11:49:00,40.7098,-74.0081,3,11,2,0,0,5,0,0
551289,2014-06-13 21:15:00,40.762,-73.9602,3,21,7,0,2,4,4,0
294633,2014-06-05 06:48:00,40.7305,-74.0098,2,6,2,0,0,3,0,0
547567,2014-06-13 15:58:00,40.76,-73.9805,3,15,7,0,2,4,4,0
548967,2014-06-13 17:51:00,40.7463,-73.984,3,17,7,0,2,4,4,0
34115,2014-06-01 09:43:00,40.75,-73.9774,1,9,7,0,2,6,4,0
321888,2014-06-10 04:32:00,40.6471,-73.789,2,4,3,1,4,1,1,1
486551,2014-06-05 09:02:00,40.6889,-73.973,3,9,0,0,0,3,0,0
491163,2014-06-05 20:01:00,40.7455,-74.0082,3,20,2,0,0,3,0,0
326605,2014-06-10 20:28:00,40.7635,-73.9833,2,20,7,0,2,1,4,0
184926,2014-06-19 10:08:00,40.7794,-73.9595,1,10,1,0,2,3,4,0
443956,2014-06-28 13:11:00,40.7757,-73.9508,2,13,1,0,2,5,4,0
401498,2014-06-22 13:20:00,40.7618,-73.9653,2,13,7,0,2,6,4,0
216370,2014-06-23 10:29:00,40.7704,-73.8752,1,10,6,2,1,0,3,2
430622,2014-06-26 18:39:00,40.7568,-73.9745,2,18,7,0,2,3,4,0
457249,2014-06-30 15:44:00,40.7648,-73.9695,2,15,7,0,2,0,4,0
549590,2014-06-13 18:25:00,40.7752,-73.9477,3,18,1,0,2,4,4,0
633046,2014-06-27 06:41:00,40.7915,-73.9781,3,6,1,0,2,4,4,0
198401,2014-06-20 17:54:00,40.753,-73.9813,1,17,7,0,2,4,4,0
526990,2014-06-11 07:18:00,40.7655,-73.9759,3,7,7,0,2,2,4,0
616178,2014-06-24 20:52:00,40.7616,-73.9865,3,20,7,0,2,1,4,0
355169,2014-06-14 22:59:00,40.7498,-73.9853,2,22,7,0,2,5,4,0
51341,2014-06-03 17:46:00,40.7642,-73.9731,1,17,7,0,2,1,4,0
212479,2014-06-22 16:52:00,40.6855,-73.957,1,16,0,0,0,6,0,0
422280,2014-06-25 19:00:00,40.7631,-73.9703,2,19,7,0,2,2,4,0
211551,2014-06-22 14:32:00,40.7452,-74.0077,1,14,2,0,0,6,0,0
475454,2014-06-03 18:23:00,40.7392,-73.986,3,18,7,0,2,1,0,0
295857,2014-06-05 09:56:00,40.75,-73.9762,2,9,7,0,2,3,4,0
603479,2014-06-22 13:38:00,40.777,-73.9778,3,13,7,0,2,6,4,0
442603,2014-06-28 05:59:00,40.7559,-73.9739,2,5,7,0,2,5,4,0
520083,2014-06-10 07:33:00,40.7715,-73.9507,3,7,1,0,2,1,4,0
86930,2014-06-07 14:56:00,40.7396,-73.9826,1,14,7,0,2,5,4,0
421318,2014-06-25 17:45:00,40.7586,-73.9813,2,17,7,0,2,2,4,0
115206,2014-06-11 03:24:00,40.7077,-73.922,1,3,0,0,0,2,0,0
18486,2014-06-17 10:24:00,40.7578,-73.989,0,10,7,0,2,1,4,0
310424,2014-06-07 19:59:00,40.7592,-73.9088,2,19,6,0,2,5,3,0
151373,2014-06-14 18:31:00,40.7739,-73.8728,1,18,6,2,1,5,3,2
125945,2014-06-12 07:56:00,40.7381,-74.0085,1,7,2,0,0,3,0,0
335275,2014-06-12 07:54:00,40.6719,-73.9548,2,7,0,0,0,3,0,0
56175,2014-06-04 09:14:00,40.7475,-73.9863,1,9,7,0,2,2,4,0
148060,2014-06-14 09:08:00,40.7736,-73.9496,1,9,1,0,2,5,4,0
37660,2014-06-01 19:29:00,40.7743,-73.9544,1,19,1,0,2,6,4,0
49210,2014-06-03 15:04:00,40.7534,-73.9865,1,15,7,0,2,1,4,0
262960,2014-06-28 23:44:00,40.7224,-73.9862,1,23,2,0,0,5,0,0
621403,2014-06-25 17:29:00,40.7646,-73.9665,3,17,7,0,2,2,4,0
631401,2014-06-26 21:38:00,40.687,-73.9442,3,21,0,0,0,3,0,0
414333,2014-06-24 18:17:00,40.7466,-73.9819,2,18,7,0,2,1,4,0
241373,2014-06-26 14:59:00,40.7006,-73.9943,1,14,2,0,0,3,0,0
383168,2014-06-19 18:55:00,40.7066,-74.0093,2,18,2,0,0,3,0,0
269532,2014-06-30 05:39:00,40.7765,-73.9808,1,5,7,0,2,0,4,0
421739,2014-06-25 18:20:00,40.7145,-74.0089,2,18,2,0,0,2,0,0
332794,2014-06-11 20:14:00,40.7713,-73.9594,2,20,1,0,2,2,4,0
60808,2014-06-04 18:57:00,40.7273,-74.0067,1,18,2,0,0,2,0,0
272797,2014-06-30 16:21:00,40.7562,-74.0017,1,16,7,0,2,0,4,0
118263,2014-06-11 12:47:00,40.759,-73.99,1,12,7,0,2,2,4,0
632155,2014-06-26 23:15:00,40.7639,-73.9977,3,23,7,0,2,3,4,0
150162,2014-06-14 16:02:00,40.7403,-74.0037,1,16,2,0,0,5,0,0
89094,2014-06-07 19:17:00,40.7253,-73.9921,1,19,2,0,0,5,0,0
142047,2014-06-13 17:16:00,40.7555,-73.9816,1,17,7,0,2,4,4,0
417283,2014-06-25 07:34:00,40.7814,-73.9457,2,7,1,0,2,2,4,0
326370,2014-06-10 19:50:00,40.7727,-74.0206,2,19,7,-1,2,1,4,-1
374431,2014-06-18 16:29:00,40.7538,-73.9885,2,16,7,0,2,2,4,0
250047,2014-06-27 12:29:00,40.7646,-73.9736,1,12,7,0,2,4,4,0
150505,2014-06-14 16:40:00,40.7674,-73.961,1,16,1,0,2,5,4,0
249702,2014-06-27 11:25:00,40.754,-73.9892,1,11,7,0,2,4,4,0
144397,2014-06-13 19:26:00,40.7256,-73.9921,1,19,2,0,0,4,0,0
639472,2014-06-28 00:42:00,40.6822,-73.9797,3,0,0,0,0,5,0,0
40350,2014-06-02 08:50:00,40.6721,-73.9739,1,8,0,0,0,0,0,0
539165,2014-06-12 17:35:00,40.7668,-73.961,3,17,1,0,2,3,4,0
625791,2014-06-26 08:27:00,40.7623,-73.9819,3,8,7,0,2,3,4,0
536439,2014-06-12 11:25:00,40.703,-73.9867,3,11,0,0,0,3,0,0
354577,2014-06-14 21:36:00,40.6936,-73.9647,2,21,0,0,0,5,0,0
485123,2014-06-05 06:27:00,40.6799,-73.9624,3,6,0,0,0,3,0,0
458340,2014-06-30 18:17:00,40.6412,-73.7878,2,18,3,1,4,0,1,1
135626,2014-06-13 01:18:00,40.7274,-73.994,1,1,2,0,0,4,0,0
246018,2014-06-26 21:49:00,40.7624,-73.9845,1,21,7,0,2,3,4,0
227164,2014-06-24 21:23:00,40.7585,-73.9772,1,21,7,0,2,1,4,0
182895,2014-06-19 01:00:00,40.7172,-73.9627,1,1,0,0,0,3,0,0
287420,2014-06-03 19:52:00,40.6449,-73.7823,2,19,3,1,4,1,1,1
291644,2014-06-04 17:06:00,40.7535,-73.9924,2,17,7,0,2,2,4,0
142999,2014-06-13 18:06:00,40.7562,-73.9752,1,18,7,0,2,4,4,0
327650,2014-06-11 00:52:00,40.6803,-73.9759,2,0,0,0,0,2,0,0
108976,2014-06-10 11:46:00,40.7518,-73.98,1,11,7,0,2,1,4,0
570170,2014-06-17 14:54:00,40.619,-74.0099,3,14,0,-1,0,1,0,-1
393681,2014-06-21 00:59:00,40.7316,-73.989,2,0,2,0,0,5,0,0
28169,2014-06-26 14:53:00,40.6487,-73.7825,0,14,3,1,4,3,1,1
598827,2014-06-21 16:59:00,40.7302,-73.982,3,16,2,0,0,5,0,0
340997,2014-06-12 21:32:00,40.7687,-73.9814,2,21,7,0,2,3,4,0
188925,2014-06-19 17:50:00,40.7531,-73.9811,1,17,7,0,2,3,4,0
574805,2014-06-18 08:00:00,40.761,-73.9989,3,8,7,0,2,2,4,0
154215,2014-06-15 00:44:00,40.7409,-74.0076,1,0,2,0,0,6,0,0
216972,2014-06-23 12:58:00,40.7507,-73.9778,1,12,7,0,2,0,4,0
433488,2014-06-26 23:21:00,40.732,-73.9955,2,23,2,0,0,3,0,0
635039,2014-06-27 13:44:00,40.7204,-73.9893,3,13,2,0,0,4,0,0
268511,2014-06-29 21:24:00,40.7189,-74.0066,1,21,2,0,0,6,0,0
464062,2014-06-01 19:52:00,40.7086,-73.9399,3,19,0,0,0,6,0,0
562241,2014-06-15 23:03:00,40.6449,-73.7822,3,23,3,1,4,6,1,1
657094,2014-06-08 22:22:00,40.774,-73.8725,4,22,6,2,1,6,3,2
264651,2014-06-29 08:59:00,40.7813,-73.5579,1,8,8,-1,1,6,1,-1
635688,2014-06-27 15:25:00,40.7505,-74.0049,3,15,2,0,0,4,4,0
194775,2014-06-20 09:10:00,40.7279,-74.002,1,9,2,0,0,4,0,0
146957,2014-06-14 00:33:00,40.7452,-73.9905,1,0,7,0,2,5,4,0
100488,2014-06-09 09:24:00,40.7387,-73.9979,1,9,2,0,0,0,0,0
253447,2014-06-27 19:19:00,40.7492,-73.9747,1,19,7,0,2,4,4,0
662,2014-06-01 19:21:00,40.7685,-73.8626,0,19,6,2,1,6,3,2
222512,2014-06-24 10:16:00,40.697,-73.983,1,10,0,0,0,1,0,0
619012,2014-06-25 11:22:00,40.761,-73.9991,3,11,7,0,2,2,4,0
607497,2014-06-23 09:00:00,40.7031,-73.9861,3,9,0,0,0,0,0,0
321560,2014-06-09 22:21:00,40.674,-73.9418,2,22,0,0,0,0,0,0
513009,2014-06-09 07:08:00,40.7698,-73.9842,3,7,7,0,2,0,4,0
68917,2014-06-05 15:48:00,40.7297,-74.0319,1,15,2,0,0,3,0,0
48526,2014-06-03 13:40:00,40.7353,-74.005,1,13,2,0,0,1,0,0
412784,2014-06-24 15:16:00,40.7804,-73.946,2,15,1,0,2,1,4,0
651179,2014-06-30 09:35:00,40.7257,-73.9947,3,9,2,0,0,0,0,0
286114,2014-06-03 16:58:00,40.7627,-73.976,2,16,7,0,2,1,4,0
13770,2014-06-12 20:12:00,40.7641,-73.9744,0,20,7,0,2,3,4,0
254581,2014-06-27 21:44:00,40.6459,-73.7909,1,21,3,1,4,4,1,1
91068,2014-06-07 23:01:00,40.7495,-73.9924,1,23,7,0,2,5,4,0
206132,2014-06-21 18:22:00,40.7442,-73.9836,1,18,7,0,2,5,4,0
600764,2014-06-21 22:22:00,40.6089,-73.7283,3,22,3,-1,4,5,1,-1
